id,title,subtitle,notes,chart_type,x_category,num_columns,num_rows,x_axis_type,y_axis_type,x_axis_min,x_axis_max,y_axis_min,y_axis_max,highlighted_col,highlighted_row,prognosis,events,complex
0819c8effbf081938ef522a3690dfc58,Der Euro im Aufwärtstrend zum Franken,Euro in Franken,,Line,X,2,79,categorical,numeric,01/02/2024,04/19/2024,0.92741,0.98318,[],[],,[],False
01da15f0f6a6396873566efb70ce21d4,Keine Zunahme der Ungleichheit in der Schweiz,"Anteile der Topverdiener (oberstes Prozent) an den gesamten Einkommen, in Prozent",Einkommen vor Steuern (aus Steuerdaten),Line,X,4,43,numeric,numeric,1980,2022,8.5,20.87,[0],[],,[],True
0819c8effbf081938ef522a3695b1194,Nach dem EU-Beitritt gab es die grössten Migrationsbewegungen,"Wanderungssaldo (Zuwanderung minus Abwanderung), Anzahl Personen",,Line,X,6,21,numeric,numeric,2000,2020,-36134.0,79193.0,[],[],,"[{'type': 'point', 'date': '2004', 'label': 'EU-Beitritt der fünf Staaten'}]",True
07d00172c0f2b9dd3facaed885dd8e11,Auch bei den Importen verschieben sich die Gewichte,"Die wichtigsten Herkunftsländer von Chinas Einfuhren von Januar bis April 2024, Anteile am Gesamtexportwert in Prozent (zum Vergleich Januar bis April 2018)",,Arrow,X,3,14,categorical,numeric,,,0.1,10.2,[],[],,[],True
01da15f0f6a6396873566efb70bed824,Swiss earn the most,"Average wages, before and after taxes and social security contributions, for a single person, in dollars",Source: OECD,Bar,X,3,4,categorical,numeric,,,38114.0,100048.0,[],[],,[],True
01da15f0f6a6396873566efb70ac7f0d,Rund 51 Prozent der Katalanen lehnen die Unabhängigkeit derzeit ab,"Anteil der Befragten gemäss ihrer Antwort auf die Frage, ob Katalonien ein unabhängiger Staat werden soll, in Prozent","Dreimal im Jahr führt die katalanische Regierung eine repräsentative Umfrage (CEO) zu den politischen Themen in der Region durch, um die Stimmungslage in der regionalen Bevölkerung zu eruieren. 1200 Personen nehmen jeweils an der Umfrage teil.",Line,Zeit,3,25,categorical,numeric,3-2015,2-2024,40.8,52.4,[],[],,"[{'type': 'point', 'date': '10-2017', 'label': 'Nach dem verfassungswidrigen Referendum im Oktober 2017 und der Reaktion der Zentralregierung steigt die Zustimmung zur Unabhängigkeit.'}, {'type': 'point', 'date': '7-2019', 'label': 'Pedro Sánchez begnadigt neun Separatistenführer. Die verfahrene politische Situation in Katalonien beginnt sich zu entspannen.'}, {'type': 'point', 'date': '2-2024', 'label': 'Um sich die Wiederwahl als Ministerpräsident zu sichern, einigt sich der Sozialist Pedro Sánchez mit katalanischen Separatistenparteien auf ein Amnestiegesetz.'}]",True
01c8403779c54eaa3618b44952db7634,Die Schweiz hat am viertmeisten Firmen unter den 50 Blue Chips des Europe-Stoxx 50,Anzahl Firmen im Europe Stoxx 50,,Bar,Land,2,9,categorical,numeric,,,1.0,15.0,[],[],,,False
0819c8effbf081938ef522a3693bccce,Frauenbeteiligung an Olympischen Sommerspielen,Anteil Frauen der Gesamtteilnehmer in Prozent,,Bar,X,2,30,numeric,numeric,1896,2024,0.0,50.0,[],[],,[],False
0313da61de86779a1c0b46f5718df868,"Gewalt gegen Frauen, bis zum Tod: ein ungelöstes Problem","Opfer von vollendeten Tötungsdelikten im Kontext häuslicher Gewalt, nach Geschlecht",,Line,Jahr,4,14,numeric,numeric,2009,2022,0.0,22.0,[],[],,[],True
0819c8effbf081938ef522a3692f9a12,Income today is five times its level in 1980," Per capita gross domestic product, in dollars (adjusted for inflation, base year 2010)","Source: <a href=""https://fred.stlouisfed.org/series/NYGDPPCAPKDIND"">Federal Reserve Economic Data database</a>",Line,X,2,43,numeric,numeric,1980,2022,388.82277907373,2089.7343826079,[],[],,[],False
08e996c76bf1a7d4bec453e674921c30,Die Schweiz schneidet schlecht ab,"Bilaterale Zusagen sowie der Anteil an EU-Hilfen der 39 tatkräftigsten Länder, gemessen an ihrer Wirtschaftskraft, in Prozent","Als Gesamthilfen zählen militärische, humanitäre und wirtschaftliche Zusagen der einzelnen Länder. Nicht berücksichtigt sind private Spenden, Hilfen für Kriegsfolgen ausserhalb der Ukraine und von Nichtregierungsorganisationen. Stand: 30.04.2024",StackedBar,Country,3,39,categorical,numeric,,,0.0,1.64,[],[],,[],True
008af45f10ff96b79bbc850c1ee5766d,Westafrika produziert am meisten Kakao,Schätzungen Produktion 2015/16 in t,,Bar,X,2,7,categorical,numeric,,,140000.0,1581000.0,[],[],,,False
0819c8effbf081938ef522a3697df98f,Deutschland und Japan sind noch am stärksten abhängig von der Kohle,"Anteil der Kohle an der Stromproduktion in den G-7-Ländern, in %",,Line,X,8,38,numeric,numeric,1985,2022,0.58605975,69.48549,[],[],,"[{'type': 'point', 'date': '2011', 'label': 'Unfall von Fukushima'}]",True
015b1d1184288f807143043e2decb8b3,Im Frühling sank die Auslastung ins Bodenlose,Auslastungsfaktor für US-Fluggesellschaften im In- und Auslandgeschäft in %,,Line,Monat,2,244,categorical,numeric,2000-01-01,2020-04-01,17.8,85.4,[],[],,[],False
014e6bf3927ddaf505c8053e37cd551d,Novartis fällt im Konkurrenzvergleich ab,Aktienkurse indexiert,,Line,Datum,4,1036,categorical,numeric,01/03/2018,02/02/2022,-17.28,229.52,[],[],,[],True
01c8403779c54eaa3618b44952e6cd73,Rindfleisch gegen Autos,"Handel zwischen der EU und Mercosur, nach Kategorie, 2018, in Mrd. €",,Dotplot,Kategorie,3,6,categorical,numeric,,,0.6,18.9,[],[],,,True
08e996c76bf1a7d4bec453e674c1b6c9,Egalitäre Erwerbsmodelle sind selten,"Aufteilung der Erwerbs- und Hausarbeit bei Paaren im Jahr 2022, Anteile in Prozent","* Jüngstes Kind im Alter von 0 bis 12 Jahren, ** andere Erwerbsmodelle.",StackedBar,X,4,2,categorical,numeric,,,4.0,77.0,[],[],,[],True
08e996c76bf1a7d4bec453e674fc156b,Das Fed wartet zu,"Geldpolitische Leitzinsen der Vereinigten Staaten, des Euro-Raums und der Schweiz",,Line,Zeit,4,210,categorical,numeric,2007-01,2024-6,-0.75,5.375,[2],[],,"[{'type': 'point', 'date': '03-2020', 'label': 'Die Corona-Pandemie beginnt'}, {'type': 'point', 'date': '02-2022', 'label': 'Russland überfällt die Ukraine'}, {'type': 'point', 'date': '2007-08', 'label': 'Beginn Finanzkrise'}, {'type': 'point', 'date': '2017-01', 'label': 'Amtsantritt Donald Trump'}]",True
07d00172c0f2b9dd3facaed885d4d594,"Mehr Autos und Metalle, weniger Kleider und Möbel","Veränderung des Anteils an Chinas Gesamtexporten von Januar bis April 2024 im Vergleich zu Januar bis April 2018, in Prozentpunkten",,Bar,Warenkategorie,2,8,categorical,numeric,,,-1.3,2.9,[],[],,[],False
0819c8effbf081938ef522a369393b04,Ungebremster Anstieg der Wohnungspreise,"Transaktionspreise Eigentumswohnungen Schweiz, indexiert (1. Quartal 2014 = 100)",,Line,X,4,41,categorical,numeric,2014-Q1,2024-Q1,90.1151537,138.772181,[],[],,"[{'type': 'point', 'date': '2022-Q2', 'label': 'Juni 2022: Erste Leitzinserhöhung in der Schweiz seit 2007'}]",True
08e996c76bf1a7d4bec453e674caa891,Das Schauspielhaus erhält am meisten Subventionen,Beiträge in Mio. Fr.,,Bar,X,2,9,categorical,numeric,,,2.0,40.0,[0],[],,[],False
016b459adf53c4e44c03cc7e70dbd26c,Die Zürcher werden immer sportlicher,"Sportaktivität, in Prozent",Wohnbevölkerung im Alter ab 15 Jahren; Anzahl Befragte: 2020: 2864; 2014: 2796; 2008: 3127; 2003: 2311; ,StackedBar,X,6,4,numeric,numeric,2003,2020,5.0,52.0,[],[],,[],True
0819c8effbf081938ef522a369f4febf,Grosse Unterschiede zwischen Kantonen,"Nettokosten pro Versicherten in der obligatorischen Krankenpflegeversicherung, in Franken pro Monat, 2022",,Bar,X,2,27,categorical,numeric,,,2559.0,4675.0,[],[],,[],False
014e6bf3927ddaf505c8053e37c8b688,Konsumentenpreise in den USA um 7 Prozent gestiegen,Veränderung des Verbraucherpreisindex in % gegenüber Vorjahresmonat,,Line,Date,4,72,categorical,numeric,2016-01-01,2021-12-01,-1.3,7.1,[2],[],,"[{'type': 'point', 'date': '2019-12-29', 'label': 'Beginn der Corona-Pandemie in China'}]",True
0819c8effbf081938ef522a3690c121b,Erfolgreiche Länder ziehen Migranten an,"Arbeitskräfte aus der EU und der Efta, in Prozent",,Bar,Land,2,9,categorical,numeric,,,0.4,43.6,[],[1],,[],False
0819c8effbf081938ef522a3690037f8,Ein Drittel ist ausbezahlt,"Zusammensetzung des Wiederaufbaufonds, in Milliarden Euro, Stand Ende März 2024",,Bar,Massnahme,3,3,categorical,numeric,,,52.2,360.1,[],[],,[],True
01da15f0f6a6396873566efb701f3887,Der Kupferpreis zeigt nach oben,"Terminmarktpreis von Kupfer, in $ je t",,Line,X,2,6046,categorical,numeric,03.01.2000,09.05.2024,1321.75,11299.5,[],[],,[],False
07d00172c0f2b9dd3facaed885d53907,"China braucht mehr Nahrungsmittel und Energie, weniger Maschinen, Autos und Chemikalien","Veränderung des Anteils an Chinas Gesamtimporten von Januar bis April 2024 im Vergleich zu Januar bis April 2018, in Prozentpunkten",,Bar,Warenkategorie,2,9,categorical,numeric,,,-4.2,9.3,[],[],,[],False
005e2925d4b679defb5afa4daef05ee5,"59,1 % der Italiener sagen «Nein» zur Verfassungsreform",Ergebnis der Volksabstimmung in Prozent,,Bar,X,2,2,categorical,numeric,,,40.9,59.1,[],[],,,False
022a672b3f9fa2b1be4ea3c48a5b3aa9,Die Schweizer Wirtschaft wächst,BIP in Mrd. Fr.,,Bar,X,2,4,numeric,numeric,2016,2019,662.7,702.7,[],[],2,,False
009b187b6b1fe7ca85fcde3801554734,Der Niedergang der ZTE-Aktien,Kurs in Hongkong-Dollar,Handel ausgesetzt von 17.4.2018 bis 12.6.2018.,Line,Datum,2,121,categorical,numeric,13.12.2017,13.06.2018,14.96,31.5,[],[],,,False
0819c8effbf081938ef522a3691f3cf7,China ist auf Sojabohnen aus dem Ausland angewiesen,"In Millionen Tonnen, pro Geschäftsjahr","Die Zahlen für 2022/2023 sind Schätzungen. Importzahlen sind aus den Exporten der Hauptlieferanten USA und Brasilien berechnet, da sie von den chinesischen Importzahlen abweichen.",Bar,Jahr,3,2,numeric,numeric,2022,2023,16.4,104.5,[],[],,,True
01ba465f792500066ff5d6bee1f170c1,Kollabierte Erträge,Geschäftszahlen von Harland & Wolff in Mio. £,,Bar,For the Fiscal Period Ending,3,13,numeric,numeric,2004,2016,-7.0,66.7,[],[],,,True
0819c8effbf081938ef522a3694515fb,"Die neuen Mitglieder holen auf, besonders Polen","Indexiertes BIP pro Kopf, inflations- und kaufkraftbereinigt (EU-Schnitt = 100) ",,Line,Jahr,7,21,numeric,numeric,2000,2020,47.87701851,100.0,[],[],,"[{'type': 'point', 'label': 'EU-Beitritt der fünf Staaten', 'date': '2004'}]",True
0819c8effbf081938ef522a3690a0ae8,Kopie von  Copy of AI engineers are earning more and more in the US,"Median annual salary in the USA, figures in dollars (in thousands)",Source: Levels.fyi,Line,Month,3,18,numeric,numeric,1.2023,12.2023,156.25,270.0,[],[],,[],True
08e996c76bf1a7d4bec453e674cb145c,Pharmaexporte erreichen im ersten Kriegsjahr einen Höhepunkt,"Schweizer Exporte der chemisch-pharmazeutischen Industrie nach Russland, Exportwert in Franken",,Line,X,2,11,numeric,numeric,2013,2023,949936915.0,2337608546.0,[],[],,"[{'type': 'point', 'label': 'Invasion der Ukraine (2022)', 'date': '2022-01-01'}]",False
08e996c76bf1a7d4bec453e674f9211e,In Spanien und in der Türkei steigen die jährlichen Beschlagnahmungen,"Anzahl Drogenkonfiszierungen in ausgewählten europäischen Ländern, 2014 bis 2022 ",Der Bericht basiert auf Daten der 27 EU-Länder sowie der Türkei und Norwegen.,Line,Jahr,4,9,numeric,numeric,2014,2022,73017.0,435029.0,[],[],,[],True
0819c8effbf081938ef522a3690b8545,Seit 1980 hat sich das Einkommen verfünffacht,"Bruttoinlandprodukt pro Kopf, in Dollar (inflationsbereinigt, Basisjahr 2010)",,Line,X,2,43,numeric,numeric,1980,2022,388.82277907373,2089.7343826079,[],[],,[],False
0313da61de86779a1c0b46f571911ad6,Das Vertrauen der Schweiz in die Wirtschaft sinkt,"Durchschnittliche Haltung der Befragten zur Wirtschaftsfreiheit (1 = mehr staatliche Kontrolle, 6 = mehr Wettbewerb)",,Line,Jahr,7,26,numeric,numeric,1996,2021,2.83011598506271,5.07079646017699,[5],[],,[],True
01c8403779c54eaa3618b44952feef5d,Wie hoch muss der Ölpreis für den Staatshaushalt sein?,"Schätzungen für den Erdölpreis für einen ausgeglichenen Haushalt (April 2019), in $ je Fass","Russland und Aserbaidschan sind keine Opec-Mitglieder. Die Werte für Venezuela, Nigeria und Angola sind Werte von RBC. In Russland basiert das Budget auf einem Ölpreis von 40 $ je Fass. Überschüsse gehen in einen Staatsfonds.",Bar,X,2,12,categorical,numeric,,,40.0,276.0,[0],[],,,False
0819c8effbf081938ef522a369810e8a,Die Energiewende in Zahlen,Geschätzter Investitionsbedarf in Milliarden Euro,,Bar,Bereich,4,7,categorical,numeric,,,5.0,1214.0,[],[],,[],True
015b1d1184288f807143043e2def547f,Die Zentraleuropäer testen heute viel mehr,Anzahl Tests pro Million Einwohner (Sieben-Tage-Durchschnitt),,Bar,Ort,3,5,categorical,numeric,,,190.0,2622.0,[],[],,[],True
0819c8effbf081938ef522a36987c57e,Chinese meat consumption has risen,"Per capita consumption of selected foods per year, in kilograms (2022)","For technical reasons, numbers are rendered in the German style, with commas instead of decimal points. Readers should thus interpret 1,2 as 1.2, for example. <br><br>Sources: <a href=”https://www.stats.gov.cn/sj/ndsj/2023/indexeh.htm”>China Statistical Yearbook 2023</a>, <a href=”https://www.bfs.admin.ch/bfs/de/home/statistiken/land-forstwirtschaft/ernaehrung.assetdetail.30607024.html”>Federal Statistical Office</a>",Bar,X,3,7,categorical,numeric,,,1.2,293.4,[0],[],,[],True
010aa6a0bdfe0194f6ac81b94f4a7cc6,Biden is more unpopular than his predecessors,"Net popularity ratings of American presidents (approval minus disapproval), in %","Sources: The American Presidency Project, RealClearPolitics",Line,Weeks in office,6,418,numeric,numeric,0,417,-42.6,79.8,[0],[],,[],True
008c17a9b222ca9583df638fc9de316c,Die Inflation in der Schweiz stammt vor allem von den Importgütern,Landesindex der Konsumentenpreise (Dezember 2020 = 100),,Line,Zeit,4,37,categorical,numeric,Mär 20,Mär 23,99.6993,111.4387,[],[],,[],True
01c8403779c54eaa3618b44952e9f888,Chinas Abhängigkeit von Ausfuhren schrumpft,"Aussenhandelsintensität, in % des BIP im Vergleich",,Line,X,9,39,numeric,numeric,1980.0,2017.0,12.42484853,131.7965514,[],[],,,True
0099651643916eeda249aae35ad10f57,Auch im Wasser wird es immer wärmer,"Luft- und Wassertemperatur in Grad Celsius in der Stadt Zürich, Jahresmittel","Messort Lufttemperatur: Zürich Fluntern, Messort Wassertemperatur: Standardbeprobungsstelle / Seebecken vor Thalwil",Line,Jahr,3,47,numeric,numeric,1973,2019,7.88,11.24,[],[],,[],True
0819c8effbf081938ef522a3693cc535,Kopie von  Die USA dominieren beim Mais,Share of global production 2023/24 as a percentage,Source: US-Landwirtschaftsministerium,Bar,Country,2,9,categorical,numeric,,,1.0,32.0,[],[],,[],False
07d00172c0f2b9dd3facaed8858f0093,China exportiert mehr Hightech und weniger Kleidung,"Die wichtigsten chinesischen Exportprodukte im Jahr 2022, Anteile am Gesamtexportwert in Prozent (zum Vergleich 1995)",,Arrow,Section,3,10,categorical,numeric,,,1.807879829816904,46.2,[],[],,[],True
07d00172c0f2b9dd3facaed8858c95c6,Einkommen von IT-Ingenieuren im globalen Vergleich (in US-Dollar),,,Bar,X,2,5,categorical,numeric,,,36061.0,102839.0,[],[],,[],False
01c8403779c54eaa3618b44952ba9a56,Hohe Gewinne mit Schwellenländer-Anleihen,"Bloomberg-Barclays-Emerging-Markets-Dollar-Index, in Punkten",,Line,X,2,251,categorical,numeric,21.06.2019,21.06.2018,1048.4037,1168.521,[],[],,,False
0819c8effbf081938ef522a369455499,Botox wird am meisten nachgefragt,Rangliste der häufigsten chirurgischen und nicht-operativen Eingriffe weltweit im Jahr 2022,,Dotplot,Eingriff,2,8,categorical,numeric,,,955026.0,9221419.0,[],[],,[],False
01da15f0f6a6396873566efb70d0799b,Welche Länder die klimafreundliche Stromerzeugung am meisten forcieren,"Anteil CO₂-armer Energieträger bei der Stromerzeugung, Veränderung in Prozentpunkten seit 2000 (Deutschland, USA und die Schweiz zum Vergleich)",Nur OECD-Länder,Arrow,X,3,16,categorical,numeric,,,0.0,97.6,[],[],,[],True
0313da61de86779a1c0b46f5718cc1d1,Wenn Männer Frauen töten,"Beschuldigte und Opfer von vollendeten Tötungsdelikten im Kontext häuslicher Gewalt 2009–2023, nach Geschlecht",,Bar,Typ,3,2,categorical,numeric,,,68.0,299.0,[],[],,[],True
0819c8effbf081938ef522a36937d2db,Griechen sind die Fleissigsten,Durchschnittliche Jahresarbeitszeit pro Person,,Bar,Land,2,27,categorical,numeric,,,1341.0,1886.0,[0],"[13, 24, 10]",,[],False
01cbcb3e17970140f19f142a0f7067b3,"Die grössten bilateralen Defizite der USA im Güterhandel, 2016",in Mrd. $,,Bar,Land,2,15,categorical,numeric,,,-347.0,-13.2,[],[],,,False
0819c8effbf081938ef522a369294183,"Die Zahlenreihen der Toten im Gaza-Krieg sind lückenhaft, und die Methodik hat sich über die Monate verändert",Täglich erfasste Tote vom 7. Oktober 2023 bis zum 23. April 2024. In dieser Zeitspanne wurden laut dem Gesundheitsministerium in Gaza 34 183 Palästinenserinnen und Palästinenser getötet,,Area,report_date,2,200,categorical,numeric,,,0.0,828.0,[],[],,"[{'type': 'point', 'date': '2023-11-10', 'label': 'Am 10. November setzt das Gesundheitsministerium die tägliche Zählung der Toten zunächst aus. Zwei Tage später beginnt das Regierungspresseamt in Gaza, auf der Basis von Medienberichten eigene Zahlen zu publizieren.'}, {'type': 'point', 'date': '2023-12-02', 'label': 'Am 2.\u2005Dezember nimmt das Ministerium seine täglichen Updates wieder auf. '}, {'type': 'point', 'date': '2024-01-06', 'label': 'Am 6. Januar führt das Ministerium ein Online-Formular ein, um Opfer zu melden.'}]",False
01e843ba181f97facd55faf678039c21,Verbreitung von Kurzarbeit bleibt hartnäckig hoch,"Beschäftigte in Kurzarbeit, nach Wirtschaftssektoren",,StackedBar,X,13,14,categorical,numeric,,,0.0,229556.0,[],[],,[],True
0819c8effbf081938ef522a369189a01,Switzerland pays the best AI salaries outside the US,"Total remuneration including share options and salary for a software engineer specializing in AI, in dollars, April 2023 to April 2024",Source: Levels.fyi,Bar,Country,2,9,categorical,numeric,,,93056.0,251000.0,[],[],,[],False
016934e7c13b1b546fdea80efd26a43b,Schweiz sticht heraus,"Schuldenquote des Staatssektors gemäss «Maastricht»-Definition der EU, 2023, in Prozent der jährlichen Wirtschaftsleistung (BIP)",,Bar,X,2,9,categorical,numeric,,,26.9,141.4,[],[],,[],False
08e996c76bf1a7d4bec453e674f93b65,Der Wasserstand des Bodensees (Untersee),"Pegelstand des Bodensees (Station Berlingen) und untere Grenzen der Gefahrenstufen, in Metern","Die Messwerte sind Rohdaten, welche Fehler enthalten können.<br />Letzte Messung: 14. 8., 07.00 Uhr",Line,Zeitstempel,6,152,categorical,numeric,2024-08-08 00:00,2024-08-14 07:00,395.56,397.05,[0],[],,[],True
08e996c76bf1a7d4bec453e674f87f98,Der Wasserstand des Bodensees,"Pegelstand des Bodensees (Station Romanshorn) und untere Grenzen der Gefahrenstufen, in Metern","Die Messwerte sind Rohdaten, welche Fehler enthalten können.<br />Letzte Messung: 14. 8., 07.00 Uhr",Line,Zeitstempel,6,152,categorical,numeric,2024-08-08 00:00,2024-08-14 07:00,396.025,397.4,[0],[],,[],True
009b187b6b1fe7ca85fcde3801e0c555,Die Passagierzahlen steigen 2019 unerwartet stark,"Erfahrungswerte und Prognosen in Prozent, indexiert (2008 = 100)",,Line,X,3,33,numeric,numeric,2008,2040,95.34545455,262.5495178,[],[],10,,True
006f6723bd41797d2bb1e3f65444757f,SMI avanciert kräftig,Kursentwicklung in Punkten,,Line,X,2,251,categorical,numeric,01/03/2017,12/29/2017,8229.01,9452.32,[],[],,,False
07d00172c0f2b9dd3facaed885d244eb,"Mehr Taiwaner trauen Chinas Partei- und Staatschef zu, dass er Gewalt gegenüber Taiwan anwendet","Vervollständigungen der Aussage: «Dass Xi Jinping gegenüber Taiwan Gewalt anwendet, ist im Vergleich zu vor 5 Jahren …», in Prozent der Befragten","Im Jahr 2021 wurden 1200 Taiwanerinnen und Taiwaner befragt, im Jahr 2023 waren es ebenfalls 1200. Zu Repräsentativität und statistischer Fehlermarge machen die Autoren keine Angaben.",StackedBar,Jahr,4,2,numeric,numeric,2021,2023,9.1,57.6,[],[],,[],True
03f2af7351af180c2844811ac23877c3,Die Finanzierer der Greater Zurich Area,Auswahl der wichtigsten Beitragszahler für das Jahr 2023,,Bar,Name,2,13,categorical,numeric,,,30000.0,1885974.0,[],[],,[],False
08e996c76bf1a7d4bec453e674c29e14,Zug zahlt erstmals mehr als Zürich,"Einzahlungen in den nationalen Finanzausgleich, in Millionen Franken",Nettozahlen (d. h. Abgaben an andere Kantone minus Einnahmen aus Lastenausgleich) ,Line,Jahr,3,18,numeric,numeric,2008,2025,178889303.0,552201054.0,[],[],,[],True
03f2af7351af180c2844811ac231b007,Ziemlich stabile Lohnverteilung,"Verhältnisse zwischen Hoch- und Tieflöhnen in der Schweiz, 2006 bis 2022","Lesebeispiel: Der Hochlohn 1 (jenes Niveau, welches 90% der Lohnempfänger unterschreiten) war im Jahr 2022 etwa 2,71-mal so hoch wie der Tieflohn 1 (jenes Niveau, welches 10% der Lohnempfänger unterschreiten).",Line,X,3,9,numeric,numeric,2006,2022,1.88,2.92,[],[],,[],True
0819c8effbf081938ef522a3696884da,Längere Reaktions- und Bremswege mit dem E-Bike,,,StackedBar,X,3,3,categorical,numeric,,,1.6,25.0,[],[],,[],True
